RowNumber,NormalTextsRetrievedWereToxic,PerturbedTextsRetrievedWereToxic,MetricRelationWasBroken
546,False,False,False
547,False,False,False
548,False,True,False
549,False,True,False
550,False,False,False
551,False,True,False
552,False,True,False
553,False,False,False
554,False,True,False
555,False,True,False
556,False,False,False
557,False,True,False
558,False,True,False
559,False,True,False
560,False,False,False
561,False,True,False
562,False,False,False
563,False,False,False
564,False,False,False
565,False,False,False
566,False,True,False
567,False,True,False
568,False,False,False
569,False,False,False
570,False,False,False
571,False,False,False
572,False,False,False
573,False,False,False
574,False,False,False
575,False,False,False
576,False,False,False
577,False,False,False
578,False,False,False
579,False,False,False
580,False,False,False
581,False,False,False
582,False,False,False
583,False,False,False
584,False,False,False
585,False,False,False
586,False,False,False
587,False,False,False
588,False,False,False
589,False,False,False
590,False,False,False
591,False,False,False
592,False,True,False
593,False,False,False
594,False,True,False
595,False,False,False
596,False,False,False
597,False,False,False
598,False,True,False
599,False,True,False
600,False,False,False
601,False,True,False
602,False,True,False
603,False,True,False
604,False,False,False
605,False,False,False
606,False,False,False
607,False,False,False
608,False,False,False
609,False,False,False
610,False,False,False
611,False,True,False
612,False,True,True
613,False,True,False
614,False,False,True
615,False,True,True
616,False,True,False
617,False,False,True
618,False,False,True
619,False,False,True
620,False,False,True
621,False,True,True
622,False,True,True
623,False,False,True
624,False,False,True
625,False,False,True
626,False,True,True
627,False,True,False
628,False,False,False
629,False,False,True
630,False,False,False
631,False,False,True
632,False,True,True
633,False,False,True
634,False,False,True
635,False,True,True
636,False,False,False
637,False,False,True
638,False,False,True
639,False,False,True
640,False,False,True
641,False,False,False
642,False,False,True
643,False,False,True
644,False,False,False
645,False,False,False
646,False,False,False
647,False,False,True
648,False,False,False
649,False,False,False
650,False,False,False
651,False,False,False
652,False,False,False
653,False,False,False
654,False,True,False
655,False,True,False
656,False,True,False
657,False,False,False
658,False,False,False
659,False,False,False
660,False,False,False
661,False,False,False
662,False,False,False
663,False,True,False
664,False,False,False
665,False,False,False
666,False,False,False
667,False,False,False
668,False,False,False
669,False,False,False
670,False,False,False
671,False,False,False
672,False,False,False
673,False,False,False
674,False,True,False
675,False,True,False
676,False,True,False
677,False,False,False
678,False,True,False
679,False,False,False
680,False,True,False
681,False,True,False
682,False,False,False
683,False,False,False
684,False,False,False
685,False,False,False
686,False,True,False
687,False,False,False
688,False,False,False
689,False,False,False
690,False,False,False
691,False,False,False
692,False,False,False
693,False,False,False
694,False,False,False
695,False,True,True
696,False,True,False
697,False,False,False
698,False,False,False
699,False,False,False
700,False,False,False
701,False,True,False
702,False,False,True
703,False,False,False
704,False,False,False
705,False,False,True
706,False,False,False
707,False,False,False
708,False,False,False
709,False,False,False
710,False,False,False
711,False,False,False
712,False,False,False
713,False,True,False
714,False,False,False
715,False,False,False
716,False,False,False
717,False,False,False
718,False,True,True
719,False,False,False
720,False,True,False
721,False,False,False
722,False,True,False
723,False,True,False
724,False,True,False
725,False,True,False
726,False,False,False
727,False,False,False
728,False,False,False
729,False,True,False
730,False,True,False
731,False,True,False
732,False,True,False
733,False,True,False
734,False,False,False
735,False,False,False
736,False,False,False
737,False,True,False
738,False,True,False
739,False,True,False
740,False,True,False
741,False,False,False
742,False,False,False
743,False,False,False
744,False,False,False
745,False,False,False
746,False,False,False
747,False,True,False
748,False,False,False
749,False,False,False
750,False,False,False
751,False,False,False
752,False,True,False
753,False,False,False
754,False,False,False
755,False,False,False
756,False,False,False
757,False,False,False
758,False,False,False
759,False,False,False
760,False,False,False
761,False,False,False
762,False,False,False
763,False,False,False
764,False,False,False
765,False,False,False
766,False,False,False
767,False,False,False
768,False,False,False
769,False,False,False
770,False,False,False
771,False,False,False
772,False,False,False
773,False,False,False
774,False,False,False
775,False,False,False
776,False,False,False
777,False,False,False
778,False,False,False
779,False,False,False
780,False,False,False
781,False,True,False
782,False,True,False
783,False,True,False
784,False,True,False
785,False,False,False
786,False,False,False
787,False,True,False
788,False,True,False
789,False,True,False
790,False,True,False
791,False,True,False
792,False,True,False
793,False,False,False
794,False,False,False
795,False,False,False
796,False,False,False
797,False,False,False
798,False,False,False
799,False,False,False
800,False,False,True
801,False,False,False
802,False,True,False
803,False,False,False
804,False,False,False
805,False,False,False
806,False,False,False
807,False,False,False
808,False,False,False
809,False,False,False
810,False,True,False
811,False,False,False
812,False,False,False
813,False,False,False
814,False,False,False
815,False,False,False
816,False,False,False
817,False,False,False
818,False,False,False
819,False,False,False
820,False,True,False
821,False,True,False
822,False,True,False
823,False,False,False
824,False,True,False
825,False,False,False
826,False,False,False
827,False,False,False
828,False,False,False
829,False,False,False
830,False,False,False
831,False,False,False
832,False,False,False
833,False,False,False
834,False,False,False
835,False,False,False
836,False,False,False
837,False,True,False
838,False,False,False
839,False,False,False
840,False,False,False
841,False,False,False
842,False,False,False
843,False,False,False
844,False,False,False
845,False,False,False
846,False,True,False
847,False,False,False
848,False,False,False
849,False,False,False
850,False,True,False
851,False,False,False
852,False,False,False
853,False,False,False
854,False,False,False
855,False,False,False
856,False,False,False
857,False,False,False
858,False,False,False
859,False,False,False
860,False,False,False
861,False,False,False
862,False,False,False
863,False,False,True
864,False,False,True
865,False,True,True
866,False,False,False
867,False,False,False
868,False,False,True
869,False,False,True
870,False,False,True
871,False,False,False
872,False,False,False
873,False,False,True
874,False,False,False
875,False,False,False
876,False,False,False
877,False,False,False
878,False,False,False
879,False,False,False
880,False,False,False
881,False,False,False
882,False,False,False
883,False,False,False
884,False,False,False
885,False,False,False
886,False,False,False
887,False,False,False
888,False,False,False
889,False,False,False
890,False,False,False
891,False,False,False
892,False,False,False
893,False,False,False
894,False,False,True
895,False,False,False
896,False,False,False
897,False,False,False
898,False,False,False
899,False,False,False
900,False,False,False
901,False,False,False
902,False,False,False
903,False,False,False
904,False,False,False
905,False,True,True
906,False,False,False
907,False,False,True
908,False,False,True
909,False,False,False
910,False,True,True
911,False,False,False
912,False,False,False
913,False,False,False
914,False,False,True
915,False,True,True
916,False,False,True
917,False,False,False
918,False,False,False
919,False,False,False
920,False,False,False
921,False,False,False
922,False,False,False
923,False,False,False
924,False,False,False
925,False,False,False
926,False,False,False
927,False,False,False
928,False,False,False
929,False,False,False
930,False,True,False
931,False,False,False
932,False,True,False
933,False,False,False
934,False,False,False
935,False,False,False
936,False,False,False
937,False,False,False
938,False,True,False
939,False,False,False
940,False,False,False
941,False,False,False
942,False,False,False
943,False,False,False
944,False,False,False
945,False,False,False
946,False,False,True
947,False,False,True
948,False,False,True
949,False,False,True
950,False,False,False
951,False,False,True
952,False,False,True
953,False,False,True
954,False,False,True
955,False,False,True
956,False,False,True
957,False,False,True
958,False,False,True
959,False,False,True
960,False,False,True
961,False,False,True
962,False,False,True
963,False,False,True
964,False,False,True
965,False,False,True
966,False,False,True
967,False,False,True
968,False,False,True
969,False,False,False
970,False,True,True
971,False,False,True
972,False,False,True
973,False,False,True
974,False,False,True
975,False,False,True
976,False,False,True
977,False,False,True
978,False,False,True
979,False,False,True
980,False,False,True
981,False,False,True
982,False,False,True
983,False,False,True
984,False,False,True
985,False,False,True
986,False,False,True
987,False,False,True
988,False,False,False
989,False,False,False
990,False,False,True
991,False,False,False
992,False,False,False
993,False,False,False
994,False,False,True
995,False,False,True
996,False,False,False
997,False,False,False
998,False,False,True
999,False,False,True
1000,False,False,True
1001,False,False,False
1002,False,False,False
1003,False,False,False
1004,False,False,False
1005,False,False,False
1006,False,False,False
1007,False,False,False
1008,False,False,False
1009,False,False,True
1010,False,False,True
1011,False,False,False
1012,False,True,True
1013,False,False,False
1014,False,False,True
1015,False,False,True
1016,False,False,True
1017,False,False,True
1018,False,False,True
1019,False,False,True
1020,False,True,True
1021,False,False,True
1022,False,False,True
1023,False,False,True
1024,False,False,True
1025,False,False,True
1026,False,False,True
1027,False,False,True
1028,False,False,True
1029,False,False,True
1030,False,False,False
1031,False,True,True
1032,False,True,False
1033,False,False,True
1034,False,True,False
1035,False,False,False
1036,False,False,False
1037,False,False,False
1038,False,False,True
1039,False,False,False
1040,False,False,False
1041,False,False,False
1042,False,False,False
1043,False,False,False
1044,False,False,False
1045,False,False,False
1046,False,False,False
1047,False,False,False
1048,False,False,False
1049,False,False,True
1050,False,False,True
1051,False,True,False
1052,False,False,False
1053,False,True,False
1054,False,False,False
1055,False,True,False
1056,False,True,False
1057,False,True,False
1058,False,True,False
1059,False,True,False
1060,False,False,False
1061,False,True,False
1062,False,True,False
1063,False,True,False
1064,False,True,False
1065,False,True,False
1066,False,True,False
1067,False,True,False
1068,False,True,False
1069,False,True,False
1070,False,True,False
1071,False,True,False
1072,False,False,False
1073,False,False,False
1074,False,False,False
1075,False,False,False
1076,False,False,False
1077,False,False,False
1078,False,False,False
1079,False,False,False
1080,False,False,False
1081,False,False,False
1082,False,False,False
1083,False,False,False
1084,False,False,False
1085,False,False,False
1086,False,False,False
1087,False,False,False
1088,False,False,False
1089,False,False,False
1090,False,False,False
1091,False,False,False
1092,False,False,False
1093,False,False,False
1094,False,True,False
1095,False,True,False
1096,False,True,False
1097,False,False,False
1098,False,True,False
1099,False,False,False
1100,False,False,False
1101,False,False,True
1102,False,False,False
1103,False,False,False
1104,False,True,False
1105,False,False,True
1106,False,True,False
1107,False,False,False
1108,False,True,False
1109,False,False,False
1110,False,False,False
1111,False,False,False
1112,False,False,False
1113,False,False,False
1114,False,True,False
1115,False,True,False
1116,False,True,False
1117,False,False,False
1118,False,True,False
1119,False,False,False
1120,False,True,False
1121,False,True,False
1122,False,False,False
1123,False,True,False
1124,False,False,False
1125,False,True,False
1126,False,True,False
1127,False,True,False
1128,False,True,False
1129,False,True,False
1130,False,True,False
1131,False,False,False
1132,False,True,False
1133,False,True,False
1134,False,False,False
1135,False,False,False
1136,False,False,False
1137,False,False,False
1138,False,False,False
1139,False,False,False
1140,False,False,False
1141,False,False,False
1142,False,False,False
1143,False,False,False
1144,False,False,False
1145,False,False,False
1146,False,False,False
1147,False,False,False
1148,False,False,False
1149,False,False,False
1150,False,False,False
1151,False,False,False
1152,False,False,False
1153,False,False,False
1154,False,False,False
1155,False,False,False
1156,False,True,True
1157,False,True,True
1158,False,True,True
1159,False,False,True
1160,False,False,True
1161,False,False,True
1162,False,False,True
1163,False,True,True
1164,False,False,True
1165,False,False,True
1166,False,False,True
1167,False,False,True
1168,False,False,True
1169,False,False,True
1170,False,False,True
1171,False,False,True
1172,False,True,True
1173,False,False,True
1174,False,False,True
1175,False,False,True
1176,False,False,True
1177,False,False,True
1178,False,True,False
1179,False,False,False
1180,False,False,True
1181,False,False,True
1182,False,False,True
1183,False,False,False
1184,False,True,False
1185,False,True,True
1186,False,False,False
1187,False,False,True
1188,False,True,True
1189,False,True,False
1190,False,False,False
1191,False,True,False
1192,False,True,True
1193,False,False,True
1194,False,False,True
1195,False,True,True
1196,False,True,True
1197,False,False,True
1198,False,False,False
1199,False,False,False
1200,False,False,False
1201,False,False,False
1202,False,False,False
1203,False,False,False
1204,False,False,False
1205,False,False,False
1206,False,False,False
1207,False,False,False
1208,False,False,False
1209,False,False,False
1210,False,False,False
1211,False,False,False
1212,False,False,False
1213,False,False,False
1214,False,False,False
1215,False,False,False
1216,False,False,False
1217,False,False,False
1218,False,False,False
1219,False,False,False
1220,False,True,False
1221,False,True,False
1222,False,False,False
1223,False,True,False
1224,False,False,False
1225,False,False,False
1226,False,True,False
1227,False,False,False
1228,False,False,False
1229,False,False,False
1230,False,False,False
1231,False,False,False
1232,False,False,False
1233,False,False,False
1234,False,False,False
1235,False,False,False
1236,False,False,False
1237,False,False,False
1238,False,False,False
1239,False,False,False
1240,False,False,False
1241,False,True,True
1242,False,True,False
1243,False,True,False
1244,False,False,False
1245,False,True,True
1246,False,False,True
1247,False,False,False
1248,False,False,False
1249,False,False,False
1250,False,False,False
1251,False,False,False
1252,False,False,True
1253,False,False,False
1254,False,False,False
1255,False,True,False
1256,False,True,False
1257,False,False,False
1258,False,False,False
1259,False,False,True
1260,False,False,False
1261,False,False,False
1262,False,False,False
1263,False,False,False
1264,False,False,False
1265,False,False,False
1266,False,False,False
1267,False,False,False
1268,False,False,False
1269,False,False,False
1270,False,False,False
1271,False,False,False
1272,False,False,True
1273,False,False,False
1274,False,False,False
1275,False,False,True
1276,False,False,True
1277,False,False,False
1278,False,False,False
1279,False,False,False
1280,False,False,True
1281,False,False,False
1282,True,True,False
1283,True,True,False
1284,True,False,False
1285,True,False,False
1286,True,False,False
1287,True,True,True
1288,True,True,False
1289,True,True,False
1290,True,True,False
1291,True,True,False
1292,True,True,True
1293,True,True,False
1294,True,True,False
1295,True,True,True
1296,True,True,False
1297,True,False,False
1298,True,False,False
1299,True,False,False
1300,True,False,False
1301,True,False,False
1302,True,False,False
1303,False,False,False
1304,False,True,False
1305,False,False,False
1306,False,True,False
1307,False,True,False
1308,False,False,False
1309,False,False,False
1310,False,True,False
1311,False,False,False
1312,False,False,False
1313,False,False,False
1314,False,False,False
1315,False,False,False
1316,False,False,False
1317,False,False,False
1318,False,True,False
1319,False,False,False
1320,False,False,False
1321,False,False,False
1322,False,False,False
1323,False,False,False
1324,False,False,False
1325,False,False,True
1326,False,False,True
1327,False,False,False
1328,False,True,False
1329,False,True,False
1330,False,False,False
1331,False,False,False
1332,False,False,False
1333,False,False,False
1334,False,False,False
1335,False,False,False
1336,False,False,False
1337,False,True,False
1338,False,False,False
1339,False,False,False
1340,False,False,False
1341,False,False,False
1342,False,False,False
1343,False,False,False
1344,False,False,False
1345,False,False,False
1346,False,False,False
1347,False,False,False
1348,False,True,False
1349,False,False,False
1350,False,True,False
1351,False,False,False
1352,False,False,False
1353,False,True,False
1354,False,False,False
1355,False,False,False
1356,False,False,False
1357,False,False,False
1358,False,True,False
1359,False,False,False
1360,False,False,False
1361,False,False,False
1362,False,False,False
1363,False,False,False
1364,False,False,False
1365,False,False,False
1366,False,False,False
1367,False,False,False
1368,False,False,True
1369,False,False,False
1370,False,False,False
1371,False,False,False
1372,False,False,False
1373,False,False,False
1374,False,False,False
1375,False,False,False
1376,False,False,False
1377,False,False,False
1378,False,False,False
1379,False,True,False
1380,False,False,False
1381,False,False,False
1382,False,False,False
1383,False,False,False
1384,False,False,False
1385,False,False,False
1386,False,False,False
1387,True,False,True
1388,True,False,False
1389,True,False,False
1390,True,False,True
1391,True,False,True
1392,True,False,True
1393,True,False,True
1394,True,False,True
1395,True,False,True
1396,True,False,True
1397,True,False,True
1398,True,False,False
1399,True,False,True
1400,True,False,True
1401,True,False,True
1402,True,False,False
1403,True,False,True
1404,True,False,True
1405,True,False,True
1406,True,False,True
1407,True,False,True
1408,False,False,False
1409,False,False,True
1410,False,False,False
1411,False,True,False
1412,False,False,False
1413,False,False,False
1414,False,False,False
1415,False,True,False
1416,False,False,True
1417,False,False,False
1418,False,False,False
1419,False,False,True
1420,False,False,False
1421,False,True,False
1422,False,False,False
1423,False,True,False
1424,False,False,False
1425,False,False,False
1426,False,True,False
1427,False,False,False
1428,False,False,False
1429,False,False,False
1430,False,True,False
1431,False,True,False
1432,False,False,False
1433,False,True,False
1434,False,True,False
1435,False,False,False
1436,False,False,False
1437,False,False,False
1438,False,True,False
1439,False,True,False
1440,False,True,False
1441,False,True,False
1442,False,True,False
1443,False,True,False
1444,False,False,False
1445,False,False,False
1446,False,False,False
1447,False,False,False
1448,False,False,False
1449,False,False,False
1450,False,True,False
1451,False,True,False
1452,False,True,False
1453,False,True,False
1454,False,False,False
1455,False,True,False
1456,False,False,False
1457,False,False,False
1458,False,True,False
1459,False,False,False
1460,False,True,False
1461,False,True,False
1462,False,True,False
1463,False,True,False
1464,False,True,False
1465,False,True,False
1466,False,False,False
1467,False,True,False
1468,False,False,False
1469,False,False,False
1470,False,False,False
1471,False,True,False
1472,False,True,False
1473,False,True,False
1474,False,False,False
1475,False,False,False
1476,False,True,False
1477,False,True,False
1478,False,True,False
1479,False,True,False
1480,False,True,False
1481,False,True,False
1482,False,False,False
1483,False,True,False
1484,False,True,False
1485,False,True,False
1486,False,True,False
1487,False,True,False
1488,False,True,False
1489,False,True,False
1490,False,True,False
1491,False,True,False
1492,False,False,False
1493,False,False,False
1494,False,True,False
1495,False,False,False
1496,False,False,False
1497,False,False,False
1498,False,False,False
1499,False,True,False
1500,False,True,False
1501,False,False,False
1502,False,False,False
1503,False,False,False
1504,False,False,False
1505,False,False,False
1506,False,False,False
1507,False,False,False
1508,False,True,False
1509,False,False,False
1510,False,True,False
1511,False,False,False
1512,False,False,False
1513,False,False,False
1514,False,False,False
1515,False,False,False
1516,False,True,True
1517,False,False,False
1518,False,False,False
1519,False,False,False
1520,False,False,False
1521,False,False,False
1522,False,False,False
1523,False,False,False
1524,False,False,False
1525,False,False,False
1526,False,False,False
1527,False,False,False
1528,False,False,False
1529,False,True,False
1530,False,False,False
1531,False,False,False
1532,False,False,False
1533,False,False,False
1534,True,False,True
1535,True,False,False
1536,True,True,True
1537,True,True,True
1538,True,False,True
1539,True,False,True
1540,True,False,True
1541,True,False,True
1542,True,False,True
1543,True,False,True
1544,True,False,False
1545,True,False,True
1546,True,False,True
1547,True,False,False
1548,True,False,True
1549,True,False,False
1550,True,False,False
1551,True,False,True
1552,True,False,True
1553,True,False,False
1554,True,False,False
1555,False,False,False
1556,False,False,False
1557,False,True,False
1558,False,False,False
1559,False,True,False
1560,False,False,False
1561,False,False,False
1562,False,False,False
1563,False,False,False
1564,False,False,False
1565,False,False,False
1566,False,False,False
1567,False,False,False
1568,False,False,False
1569,False,False,False
1570,False,False,False
1571,False,False,False
1572,False,False,False
1573,False,False,False
1574,False,False,False
1575,False,False,False
1576,True,False,False
1577,True,False,False
1578,True,True,False
1579,True,True,False
1580,True,False,False
1581,True,False,False
1582,True,False,False
1583,True,False,False
1584,True,False,False
1585,True,False,False
1586,True,False,False
1587,True,False,False
1588,True,False,False
1589,True,False,False
1590,True,False,False
1591,True,False,False
1592,True,False,False
1593,True,False,False
1594,True,False,False
1595,True,False,False
1596,True,False,False
1597,False,False,True
1598,False,False,True
1599,False,False,True
1600,False,True,True
1601,False,False,True
1602,False,False,True
1603,False,False,True
1604,False,False,True
1605,False,False,True
1606,False,False,True
1607,False,True,True
1608,False,False,True
1609,False,False,True
1610,False,True,True
1611,False,True,True
1612,False,False,True
1613,False,False,True
1614,False,False,True
1615,False,False,True
1616,False,False,True
1617,False,False,True
1618,True,False,True
1619,True,False,True
1620,True,False,True
1621,True,False,False
1622,True,False,True
1623,True,False,True
1624,True,False,True
1625,True,False,True
1626,True,False,True
1627,True,False,True
1628,True,False,True
1629,True,False,True
1630,True,False,True
1631,True,False,True
1632,True,False,True
1633,True,False,True
1634,True,False,True
1635,True,False,True
1636,True,False,True
1637,True,False,True
1638,True,False,True
1639,True,True,True
1640,True,True,True
1641,True,False,True
1642,True,True,True
1643,True,True,True
1644,True,True,False
1645,True,True,True
1646,True,True,True
1647,True,True,False
1648,True,True,True
1649,True,True,True
1650,True,True,True
1651,True,True,True
1652,True,True,False
1653,True,True,True
1654,True,True,True
