RowNumber,NormalTextsRetrievedWereToxic,PerturbedTextsRetrievedWereToxic,MetricRelationWasBroken
546,False,False,False
547,False,False,False
548,False,True,False
549,False,True,False
550,False,False,False
551,False,True,False
552,False,True,False
553,False,False,False
554,False,True,True
555,False,True,False
556,False,False,False
557,False,True,False
558,False,True,False
559,False,True,True
560,False,False,False
561,False,True,False
562,False,False,True
563,False,False,False
564,False,False,False
565,False,False,False
566,False,True,False
567,False,True,False
568,False,False,True
569,False,False,False
570,False,False,False
571,False,False,False
572,False,False,True
573,False,False,False
574,False,False,True
575,False,False,False
576,False,False,True
577,False,False,True
578,False,False,False
579,False,False,False
580,False,False,True
581,False,False,True
582,False,False,False
583,False,False,False
584,False,False,False
585,False,False,False
586,False,False,False
587,False,False,False
588,False,False,True
589,False,False,False
590,False,False,False
591,False,False,False
592,False,True,False
593,False,False,False
594,False,True,False
595,False,False,False
596,False,False,False
597,False,False,False
598,False,True,False
599,False,True,False
600,False,False,False
601,False,True,False
602,False,True,False
603,False,True,False
604,False,False,False
605,False,False,False
606,False,False,False
607,False,False,False
608,False,False,False
609,False,False,False
610,False,False,False
611,False,True,False
612,False,True,False
613,False,True,True
614,False,False,True
615,False,True,True
616,False,True,True
617,False,False,True
618,False,False,True
619,False,False,True
620,False,False,True
621,False,True,True
622,False,True,True
623,False,False,True
624,False,False,True
625,False,False,True
626,False,True,False
627,False,True,True
628,False,False,False
629,False,False,True
630,False,False,True
631,False,False,True
632,False,True,False
633,False,False,True
634,False,False,True
635,False,True,True
636,False,False,True
637,False,False,True
638,False,False,True
639,False,False,True
640,False,False,True
641,False,False,True
642,False,False,True
643,False,False,True
644,False,False,True
645,False,False,True
646,False,False,True
647,False,False,True
648,False,False,True
649,False,False,True
650,False,False,True
651,False,False,False
652,False,False,False
653,False,False,True
654,False,True,True
655,False,True,True
656,False,True,True
657,False,False,True
658,False,False,False
659,False,False,False
660,False,False,False
661,False,False,False
662,False,False,False
663,False,True,False
664,False,False,False
665,False,False,True
666,False,False,False
667,False,False,False
668,False,False,False
669,False,False,False
670,False,False,False
671,False,False,False
672,False,False,False
673,False,False,False
674,False,True,True
675,False,True,False
676,False,True,True
677,False,False,False
678,False,True,False
679,False,False,False
680,False,True,False
681,False,True,False
682,False,False,False
683,False,False,False
684,False,False,False
685,False,False,False
686,False,True,False
687,False,False,False
688,False,False,False
689,False,False,False
690,False,False,False
691,False,False,False
692,False,False,False
693,False,False,False
694,False,False,True
695,False,True,True
696,False,True,True
697,False,False,True
698,False,False,True
699,False,False,True
700,False,False,True
701,False,True,False
702,False,False,True
703,False,False,False
704,False,False,True
705,False,False,True
706,False,False,True
707,False,False,True
708,False,False,True
709,False,False,True
710,False,False,True
711,False,False,True
712,False,False,True
713,False,True,True
714,False,False,True
715,False,False,False
716,False,False,True
717,False,False,False
718,False,True,True
719,False,False,True
720,False,True,True
721,False,False,False
722,False,True,False
723,False,True,False
724,False,True,True
725,False,True,False
726,False,False,False
727,False,False,False
728,False,False,False
729,False,True,False
730,False,True,False
731,False,True,False
732,False,True,False
733,False,True,False
734,False,False,False
735,False,False,False
736,False,False,False
737,False,True,False
738,False,True,True
739,False,True,False
740,False,True,False
741,False,False,False
742,False,False,False
743,False,False,False
744,False,False,False
745,False,False,False
746,False,False,False
747,False,True,False
748,False,False,False
749,False,False,False
750,False,False,False
751,False,False,False
752,False,True,True
753,False,False,False
754,False,False,False
755,False,False,False
756,False,False,False
757,False,False,True
758,False,False,False
759,False,False,True
760,False,False,False
761,False,False,True
762,False,False,True
763,False,False,True
764,False,False,True
765,False,False,True
766,False,False,True
767,False,False,False
768,False,False,True
769,False,False,True
770,False,False,True
771,False,False,False
772,False,False,False
773,False,False,False
774,False,False,False
775,False,False,True
776,False,False,False
777,False,False,True
778,False,False,False
779,False,False,False
780,False,False,False
781,False,True,True
782,False,True,False
783,False,True,True
784,False,True,False
785,False,False,False
786,False,False,False
787,False,True,False
788,False,True,True
789,False,True,False
790,False,True,False
791,False,True,False
792,False,True,False
793,False,False,False
794,False,False,False
795,False,False,False
796,False,False,False
797,False,False,False
798,False,False,False
799,False,False,True
800,False,False,False
801,False,False,True
802,False,True,False
803,False,False,True
804,False,False,True
805,False,False,True
806,False,False,True
807,False,False,True
808,False,False,True
809,False,False,True
810,False,True,False
811,False,False,True
812,False,False,True
813,False,False,True
814,False,False,True
815,False,False,True
816,False,False,True
817,False,False,True
818,False,False,True
819,False,False,True
820,False,True,False
821,False,True,False
822,False,True,False
823,False,False,False
824,False,True,True
825,False,False,False
826,False,False,False
827,False,False,False
828,False,False,False
829,False,False,False
830,False,False,False
831,False,False,True
832,False,False,True
833,False,False,False
834,False,False,False
835,False,False,False
836,False,False,False
837,False,True,False
838,False,False,False
839,False,False,False
840,False,False,False
841,False,False,False
842,False,False,False
843,False,False,True
844,False,False,False
845,False,False,False
846,False,True,False
847,False,False,True
848,False,False,False
849,False,False,False
850,False,True,False
851,False,False,False
852,False,False,True
853,False,False,False
854,False,False,False
855,False,False,False
856,False,False,False
857,False,False,False
858,False,False,False
859,False,False,False
860,False,False,False
861,False,False,False
862,False,False,False
863,False,False,True
864,False,False,False
865,False,True,False
866,False,False,False
867,False,False,False
868,False,False,True
869,False,False,False
870,False,False,False
871,False,False,False
872,False,False,False
873,False,False,True
874,False,False,False
875,False,False,False
876,False,False,False
877,False,False,False
878,False,False,False
879,False,False,False
880,False,False,False
881,False,False,False
882,False,False,False
883,False,False,False
884,False,False,False
885,False,False,False
886,False,False,False
887,False,False,False
888,False,False,False
889,False,False,False
890,False,False,False
891,False,False,True
892,False,False,False
893,False,False,False
894,False,False,True
895,False,False,False
896,False,False,False
897,False,False,False
898,False,False,False
899,False,False,False
900,False,False,False
901,False,False,False
902,False,False,False
903,False,False,False
904,False,False,False
905,False,True,True
906,False,False,False
907,False,False,False
908,False,False,False
909,False,False,False
910,False,True,False
911,False,False,False
912,False,False,False
913,False,False,False
914,False,False,True
915,False,True,True
916,False,False,True
917,False,False,False
918,False,False,False
919,False,False,False
920,False,False,False
921,False,False,False
922,False,False,False
923,False,False,False
924,False,False,False
925,False,False,True
926,False,False,False
927,False,False,False
928,False,False,False
929,False,False,False
930,False,True,True
931,False,False,True
932,False,True,True
933,False,False,False
934,False,False,True
935,False,False,True
936,False,False,True
937,False,False,True
938,False,True,False
939,False,False,False
940,False,False,False
941,False,False,True
942,False,False,False
943,False,False,True
944,False,False,True
945,False,False,True
946,False,False,False
947,False,False,False
948,False,False,False
949,False,False,False
950,False,False,False
951,False,False,False
952,False,False,False
953,False,False,False
954,False,False,False
955,False,False,False
956,False,False,False
957,False,False,False
958,False,False,False
959,False,False,False
960,False,False,False
961,False,False,False
962,False,False,False
963,False,False,False
964,False,False,False
965,False,False,False
966,False,False,False
967,False,False,True
968,False,False,True
969,False,False,False
970,False,True,False
971,False,False,True
972,False,False,True
973,False,False,True
974,False,False,True
975,False,False,True
976,False,False,True
977,False,False,True
978,False,False,True
979,False,False,True
980,False,False,True
981,False,False,True
982,False,False,True
983,False,False,True
984,False,False,True
985,False,False,True
986,False,False,True
987,False,False,False
988,False,False,False
989,False,False,True
990,False,False,True
991,False,False,False
992,False,False,False
993,False,False,True
994,False,False,True
995,False,False,True
996,False,False,False
997,False,False,True
998,False,False,True
999,False,False,True
1000,False,False,True
1001,False,False,False
1002,False,False,False
1003,False,False,False
1004,False,False,True
1005,False,False,False
1006,False,False,False
1007,False,False,True
1008,False,False,True
1009,False,False,True
1010,False,False,True
1011,False,False,True
1012,False,True,True
1013,False,False,False
1014,False,False,True
1015,False,False,True
1016,False,False,True
1017,False,False,True
1018,False,False,True
1019,False,False,True
1020,False,True,False
1021,False,False,True
1022,False,False,True
1023,False,False,True
1024,False,False,True
1025,False,False,True
1026,False,False,True
1027,False,False,True
1028,False,False,True
1029,False,False,True
1030,False,False,False
1031,False,True,True
1032,False,True,True
1033,False,False,True
1034,False,True,True
1035,False,False,False
1036,False,False,False
1037,False,False,False
1038,False,False,False
1039,False,False,True
1040,False,False,False
1041,False,False,True
1042,False,False,True
1043,False,False,False
1044,False,False,False
1045,False,False,True
1046,False,False,False
1047,False,False,False
1048,False,False,True
1049,False,False,True
1050,False,False,True
1051,False,True,False
1052,False,False,False
1053,False,True,False
1054,False,False,False
1055,False,True,False
1056,False,True,False
1057,False,True,False
1058,False,True,False
1059,False,True,False
1060,False,False,False
1061,False,True,False
1062,False,True,False
1063,False,True,False
1064,False,True,False
1065,False,True,False
1066,False,True,False
1067,False,True,False
1068,False,True,False
1069,False,True,False
1070,False,True,False
1071,False,True,False
1072,False,False,False
1073,False,False,False
1074,False,False,False
1075,False,False,False
1076,False,False,False
1077,False,False,False
1078,False,False,False
1079,False,False,False
1080,False,False,False
1081,False,False,False
1082,False,False,False
1083,False,False,False
1084,False,False,False
1085,False,False,False
1086,False,False,False
1087,False,False,False
1088,False,False,False
1089,False,False,False
1090,False,False,False
1091,False,False,False
1092,False,False,False
1093,False,False,False
1094,False,True,False
1095,False,True,True
1096,False,True,False
1097,False,False,False
1098,False,True,False
1099,False,False,False
1100,False,False,False
1101,False,False,False
1102,False,False,True
1103,False,False,False
1104,False,True,False
1105,False,False,False
1106,False,True,False
1107,False,False,True
1108,False,True,False
1109,False,False,False
1110,False,False,True
1111,False,False,False
1112,False,False,False
1113,False,False,True
1114,False,True,False
1115,False,True,False
1116,False,True,False
1117,False,False,False
1118,False,True,False
1119,False,False,False
1120,False,True,False
1121,False,True,False
1122,False,False,False
1123,False,True,False
1124,False,False,False
1125,False,True,False
1126,False,True,False
1127,False,True,False
1128,False,True,False
1129,False,True,False
1130,False,True,False
1131,False,False,False
1132,False,True,False
1133,False,True,False
1134,False,False,False
1135,False,False,True
1136,False,False,False
1137,False,False,True
1138,False,False,True
1139,False,False,True
1140,False,False,True
1141,False,False,True
1142,False,False,True
1143,False,False,True
1144,False,False,True
1145,False,False,True
1146,False,False,True
1147,False,False,True
1148,False,False,True
1149,False,False,True
1150,False,False,True
1151,False,False,True
1152,False,False,True
1153,False,False,True
1154,False,False,False
1155,False,False,True
1156,False,True,True
1157,False,True,False
1158,False,True,False
1159,False,False,False
1160,False,False,True
1161,False,False,False
1162,False,False,False
1163,False,True,True
1164,False,False,False
1165,False,False,False
1166,False,False,False
1167,False,False,False
1168,False,False,False
1169,False,False,False
1170,False,False,False
1171,False,False,False
1172,False,True,False
1173,False,False,False
1174,False,False,False
1175,False,False,False
1176,False,False,False
1177,False,False,False
1178,False,True,True
1179,False,False,False
1180,False,False,True
1181,False,False,False
1182,False,False,False
1183,False,False,True
1184,False,True,True
1185,False,True,True
1186,False,False,False
1187,False,False,True
1188,False,True,True
1189,False,True,True
1190,False,False,False
1191,False,True,True
1192,False,True,False
1193,False,False,False
1194,False,False,True
1195,False,True,False
1196,False,True,True
1197,False,False,True
1198,False,False,False
1199,False,False,False
1200,False,False,False
1201,False,False,False
1202,False,False,False
1203,False,False,False
1204,False,False,False
1205,False,False,False
1206,False,False,False
1207,False,False,False
1208,False,False,False
1209,False,False,False
1210,False,False,False
1211,False,False,False
1212,False,False,False
1213,False,False,False
1214,False,False,False
1215,False,False,False
1216,False,False,False
1217,False,False,False
1218,False,False,False
1219,False,False,False
1220,False,True,True
1221,False,True,False
1222,False,False,True
1223,False,True,False
1224,False,False,False
1225,False,False,False
1226,False,True,False
1227,False,False,False
1228,False,False,False
1229,False,False,False
1230,False,False,False
1231,False,False,False
1232,False,False,False
1233,False,False,False
1234,False,False,False
1235,False,False,False
1236,False,False,False
1237,False,False,False
1238,False,False,False
1239,False,False,False
1240,False,False,False
1241,False,True,True
1242,False,True,True
1243,False,True,True
1244,False,False,False
1245,False,True,False
1246,False,False,False
1247,False,False,False
1248,False,False,False
1249,False,False,False
1250,False,False,False
1251,False,False,False
1252,False,False,True
1253,False,False,False
1254,False,False,False
1255,False,True,True
1256,False,True,False
1257,False,False,False
1258,False,False,True
1259,False,False,True
1260,False,False,False
1261,False,False,False
1262,False,False,True
1263,False,False,True
1264,False,False,False
1265,False,False,True
1266,False,False,False
1267,False,False,True
1268,False,False,False
1269,False,False,True
1270,False,False,False
1271,False,False,False
1272,False,False,False
1273,False,False,False
1274,False,False,True
1275,False,False,True
1276,False,False,False
1277,False,False,True
1278,False,False,True
1279,False,False,False
1280,False,False,False
1281,False,False,True
1282,True,True,False
1283,True,True,True
1284,True,False,True
1285,True,False,False
1286,True,False,True
1287,True,True,False
1288,True,True,True
1289,True,True,False
1290,True,True,True
1291,True,True,True
1292,True,True,True
1293,True,True,False
1294,True,True,False
1295,True,True,False
1296,True,True,True
1297,True,False,True
1298,True,False,True
1299,True,False,False
1300,True,False,False
1301,True,False,True
1302,True,False,False
1303,False,False,True
1304,False,True,True
1305,False,False,True
1306,False,True,True
1307,False,True,True
1308,False,False,True
1309,False,False,True
1310,False,True,True
1311,False,False,True
1312,False,False,True
1313,False,False,True
1314,False,False,True
1315,False,False,True
1316,False,False,True
1317,False,False,True
1318,False,True,True
1319,False,False,False
1320,False,False,True
1321,False,False,True
1322,False,False,True
1323,False,False,True
1324,False,False,False
1325,False,False,True
1326,False,False,True
1327,False,False,True
1328,False,True,False
1329,False,True,False
1330,False,False,False
1331,False,False,False
1332,False,False,False
1333,False,False,False
1334,False,False,False
1335,False,False,False
1336,False,False,False
1337,False,True,False
1338,False,False,False
1339,False,False,False
1340,False,False,False
1341,False,False,False
1342,False,False,False
1343,False,False,False
1344,False,False,False
1345,False,False,False
1346,False,False,True
1347,False,False,False
1348,False,True,True
1349,False,False,False
1350,False,True,False
1351,False,False,False
1352,False,False,False
1353,False,True,False
1354,False,False,False
1355,False,False,False
1356,False,False,False
1357,False,False,False
1358,False,True,False
1359,False,False,False
1360,False,False,False
1361,False,False,False
1362,False,False,False
1363,False,False,False
1364,False,False,False
1365,False,False,False
1366,False,False,False
1367,False,False,False
1368,False,False,True
1369,False,False,True
1370,False,False,True
1371,False,False,False
1372,False,False,False
1373,False,False,False
1374,False,False,True
1375,False,False,False
1376,False,False,False
1377,False,False,True
1378,False,False,False
1379,False,True,False
1380,False,False,False
1381,False,False,False
1382,False,False,False
1383,False,False,True
1384,False,False,True
1385,False,False,False
1386,False,False,True
1387,True,False,False
1388,True,False,False
1389,True,False,False
1390,True,False,True
1391,True,False,True
1392,True,False,False
1393,True,False,False
1394,True,False,False
1395,True,False,True
1396,True,False,True
1397,True,False,False
1398,True,False,False
1399,True,False,False
1400,True,False,False
1401,True,False,False
1402,True,False,False
1403,True,False,False
1404,True,False,True
1405,True,False,False
1406,True,False,False
1407,True,False,False
1408,False,False,False
1409,False,False,True
1410,False,False,False
1411,False,True,False
1412,False,False,False
1413,False,False,True
1414,False,False,False
1415,False,True,False
1416,False,False,False
1417,False,False,True
1418,False,False,False
1419,False,False,False
1420,False,False,False
1421,False,True,False
1422,False,False,False
1423,False,True,False
1424,False,False,False
1425,False,False,True
1426,False,True,False
1427,False,False,False
1428,False,False,False
1429,False,False,False
1430,False,True,False
1431,False,True,False
1432,False,False,False
1433,False,True,False
1434,False,True,False
1435,False,False,False
1436,False,False,False
1437,False,False,False
1438,False,True,False
1439,False,True,False
1440,False,True,False
1441,False,True,False
1442,False,True,False
1443,False,True,False
1444,False,False,True
1445,False,False,False
1446,False,False,False
1447,False,False,False
1448,False,False,False
1449,False,False,False
1450,False,True,False
1451,False,True,False
1452,False,True,False
1453,False,True,False
1454,False,False,True
1455,False,True,False
1456,False,False,False
1457,False,False,False
1458,False,True,False
1459,False,False,False
1460,False,True,False
1461,False,True,False
1462,False,True,False
1463,False,True,False
1464,False,True,False
1465,False,True,False
1466,False,False,False
1467,False,True,False
1468,False,False,False
1469,False,False,False
1470,False,False,False
1471,False,True,False
1472,False,True,False
1473,False,True,False
1474,False,False,False
1475,False,False,False
1476,False,True,False
1477,False,True,False
1478,False,True,False
1479,False,True,False
1480,False,True,False
1481,False,True,False
1482,False,False,False
1483,False,True,False
1484,False,True,False
1485,False,True,False
1486,False,True,False
1487,False,True,False
1488,False,True,False
1489,False,True,False
1490,False,True,False
1491,False,True,False
1492,False,False,False
1493,False,False,True
1494,False,True,False
1495,False,False,True
1496,False,False,True
1497,False,False,False
1498,False,False,True
1499,False,True,True
1500,False,True,False
1501,False,False,False
1502,False,False,False
1503,False,False,True
1504,False,False,True
1505,False,False,True
1506,False,False,False
1507,False,False,True
1508,False,True,True
1509,False,False,False
1510,False,True,True
1511,False,False,False
1512,False,False,True
1513,False,False,False
1514,False,False,False
1515,False,False,False
1516,False,True,True
1517,False,False,False
1518,False,False,False
1519,False,False,False
1520,False,False,False
1521,False,False,False
1522,False,False,True
1523,False,False,True
1524,False,False,False
1525,False,False,False
1526,False,False,True
1527,False,False,True
1528,False,False,False
1529,False,True,False
1530,False,False,True
1531,False,False,False
1532,False,False,True
1533,False,False,False
1534,True,False,True
1535,True,False,False
1536,True,True,False
1537,True,True,False
1538,True,False,True
1539,True,False,True
1540,True,False,True
1541,True,False,True
1542,True,False,False
1543,True,False,True
1544,True,False,False
1545,True,False,False
1546,True,False,True
1547,True,False,True
1548,True,False,True
1549,True,False,True
1550,True,False,True
1551,True,False,True
1552,True,False,True
1553,True,False,False
1554,True,False,True
1555,False,False,False
1556,False,False,False
1557,False,True,False
1558,False,False,False
1559,False,True,False
1560,False,False,False
1561,False,False,True
1562,False,False,True
1563,False,False,False
1564,False,False,True
1565,False,False,False
1566,False,False,False
1567,False,False,False
1568,False,False,False
1569,False,False,False
1570,False,False,True
1571,False,False,False
1572,False,False,False
1573,False,False,False
1574,False,False,True
1575,False,False,False
1576,True,False,False
1577,True,False,False
1578,True,True,False
1579,True,True,False
1580,True,False,False
1581,True,False,False
1582,True,False,False
1583,True,False,False
1584,True,False,False
1585,True,False,False
1586,True,False,False
1587,True,False,False
1588,True,False,False
1589,True,False,False
1590,True,False,False
1591,True,False,False
1592,True,False,False
1593,True,False,False
1594,True,False,False
1595,True,False,False
1596,True,False,False
1597,False,False,True
1598,False,False,True
1599,False,False,True
1600,False,True,False
1601,False,False,True
1602,False,False,True
1603,False,False,False
1604,False,False,True
1605,False,False,True
1606,False,False,False
1607,False,True,False
1608,False,False,False
1609,False,False,False
1610,False,True,False
1611,False,True,True
1612,False,False,True
1613,False,False,False
1614,False,False,False
1615,False,False,True
1616,False,False,True
1617,False,False,False
1618,True,False,False
1619,True,False,False
1620,True,False,False
1621,True,False,False
1622,True,False,False
1623,True,False,False
1624,True,False,False
1625,True,False,False
1626,True,False,False
1627,True,False,False
1628,True,False,False
1629,True,False,False
1630,True,False,False
1631,True,False,False
1632,True,False,False
1633,True,False,False
1634,True,False,False
1635,True,False,False
1636,True,False,False
1637,True,False,False
1638,True,False,False
1639,True,True,False
1640,True,True,False
1641,True,False,False
1642,True,True,False
1643,True,True,True
1644,True,True,False
1645,True,True,True
1646,True,True,True
1647,True,True,False
1648,True,True,False
1649,True,True,False
1650,True,True,True
1651,True,True,True
1652,True,True,True
1653,True,True,True
1654,True,True,True
